Date,Delay (minutes),Delay (%),Airport,Abbreviation
May 2002,72.54,12.5,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2002,68.47,11.68,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2002,97.05,12.79,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2002,48.09,7.62,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2002,56.24,8.99,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2002,45.97,12.58,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2002,36.04,10.11,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2002,46.82,13.24,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2003,38.1,7.41,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2003,48.4,12.78,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2003,62.44,11.61,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2003,55.26,6.75,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2003,69.17,10.77,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2003,59.13,10.94,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2003,53.41,14.58,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2003,75.1,11.73,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2003,87.09,8.47,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2003,34.37,7.97,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2003,55.42,11.0,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2003,52.91,15.19,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2004,59.5,13.12,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2004,57.17,16.72,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2004,50.32,11.87,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2004,45.93,12.15,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2004,53.33,18.34,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2004,51.97,24.86,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2004,56.94,20.85,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2004,56.23,15.63,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2004,54.94,12.3,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2004,54.2,17.23,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2004,51.73,16.31,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2004,60.5,19.6,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2005,56.52,14.81,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2005,57.5,14.44,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2005,67.48,13.53,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2005,66.97,9.15,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2005,59.74,9.39,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2005,51.82,16.87,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2005,62.74,21.08,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2005,61.59,17.74,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2005,47.47,9.81,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2005,71.09,9.73,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2005,59.04,11.48,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2005,63.82,17.47,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2006,65.75,12.88,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2006,55.89,13.6,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2006,48.65,14.54,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2006,64.98,13.95,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2006,43.64,18.95,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2006,60.35,19.3,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2006,58.94,20.03,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2006,51.46,15.49,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2006,61.27,17.6,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2006,67.99,21.39,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2006,56.19,16.95,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2006,89.92,17.66,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2007,61.13,15.64,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2007,61.61,19.24,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2007,56.49,17.57,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2007,60.42,15.44,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2007,58.98,15.6,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2007,67.47,23.64,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2007,64.83,20.8,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2007,71.7,19.67,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2007,57.74,14.93,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2007,59.74,15.24,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2007,54.11,14.45,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2007,53.61,21.57,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2008,64.01,16.09,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2008,55.89,15.68,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2008,61.28,18.66,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2008,55.91,16.21,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2008,57.7,12.7,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2008,66.84,17.9,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2008,68.03,17.65,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2008,64.96,13.62,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2008,71.16,8.62,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2008,65.94,10.58,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2008,62.5,11.66,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2008,74.64,25.22,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2009,54.36,14.68,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2009,70.03,9.56,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2009,58.31,16.98,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2009,69.38,13.17,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2009,60.81,12.65,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2009,65.88,17.09,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2009,71.87,16.67,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2009,57.55,14.68,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2009,67.52,10.24,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2009,68.75,17.29,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2009,63.2,10.17,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2009,67.09,16.86,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2010,58.69,13.26,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2010,68.86,14.88,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2010,66.14,12.74,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2010,71.5,9.08,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2010,75.5,14.27,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2010,71.34,16.25,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2010,78.45,16.13,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2010,70.99,12.44,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2010,67.87,9.35,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2010,71.66,10.67,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2010,70.72,9.85,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2010,69.2,13.31,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2011,70.96,10.83,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2011,80.38,12.7,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2011,70.52,12.09,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2011,66.77,19.28,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2011,78.29,14.55,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2011,81.98,15.17,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2011,71.15,19.73,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2011,87.02,13.28,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2011,87.84,8.87,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2011,53.32,8.06,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2011,60.31,10.68,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2011,72.76,12.87,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2012,65.68,12.82,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2012,92.44,9.78,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2012,72.61,15.82,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2012,62.29,8.58,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2012,93.62,13.02,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2012,71.11,14.03,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2012,79.36,17.68,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2012,77.56,20.17,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2012,83.98,14.54,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2012,67.9,11.63,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2012,58.19,9.77,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2012,77.83,18.91,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2013,65.95,16.77,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2013,97.03,19.43,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2013,71.1,15.24,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2013,69.24,16.39,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2013,70.31,14.66,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2013,78.12,22.58,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2013,73.29,24.89,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2013,62.09,16.08,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2013,63.72,11.2,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2013,73.88,10.7,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2013,64.69,11.98,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2013,61.33,20.06,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2014,71.45,22.62,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2014,73.77,19.55,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2014,62.98,10.92,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2014,76.42,17.21,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2014,69.78,16.4,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2014,66.62,22.92,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2014,74.93,15.49,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2014,68.52,20.56,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2014,66.86,14.7,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2014,61.76,14.98,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2014,64.89,11.53,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2014,58.6,15.22,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2015,49.83,14.35,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2015,50.81,15.63,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2015,83.28,13.26,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2015,68.65,11.83,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2015,116.43,13.3,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2015,85.88,19.69,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2015,62.35,12.26,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2015,55.67,12.93,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2015,92.61,8.16,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2015,65.81,8.21,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2015,70.75,14.48,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2015,75.84,16.23,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2016,107.63,9.55,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2016,47.47,9.71,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2016,71.08,9.97,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2016,65.76,8.9,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2016,63.15,11.49,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2016,96.94,13.52,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2016,80.84,18.87,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2016,71.93,15.85,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2016,39.1,6.0,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2016,116.48,5.71,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2016,106.74,5.79,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2016,72.73,15.57,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
January 2017,88.68,14.49,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
February 2017,55.38,6.3,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
March 2017,89.44,8.74,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
April 2017,106.53,14.55,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
May 2017,89.06,9.01,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
June 2017,74.28,16.22,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
July 2017,77.56,16.58,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
August 2017,91.64,9.76,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
September 2017,92.0,8.04,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
October 2017,62.14,9.94,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
November 2017,86.07,4.41,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
December 2017,93.46,12.89,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV
