Date,Airport,Airport Code,Delay Minutes,Airport Delay %
May 2002,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,72.54,12.5
June 2002,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,68.47,11.68
July 2002,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,97.05,12.79
August 2002,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,48.09,7.62
September 2002,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,56.24,8.99
October 2002,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,45.97,12.58
November 2002,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,36.04,10.11
December 2002,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,46.82,13.24
January 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,38.1,7.41
February 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,48.4,12.78
March 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,62.44,11.61
April 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,55.26,6.75
May 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,69.17,10.77
June 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,59.13,10.94
July 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,53.41,14.58
August 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,75.1,11.73
September 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,87.09,8.47
October 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,34.37,7.97
November 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,55.42,11.0
December 2003,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,52.91,15.19
January 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,59.5,13.12
February 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,57.17,16.72
March 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,50.32,11.87
April 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,45.93,12.15
May 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,53.33,18.34
June 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,51.97,24.86
July 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,56.94,20.85
August 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,56.23,15.63
September 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,54.94,12.3
October 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,54.2,17.23
November 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,51.73,16.31
December 2004,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,60.5,19.6
January 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,56.52,14.81
February 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,57.5,14.44
March 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,67.48,13.53
April 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,66.97,9.15
May 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,59.74,9.39
June 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,51.82,16.87
July 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,62.74,21.08
August 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,61.59,17.74
September 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,47.47,9.81
October 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.09,9.73
November 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,59.04,11.48
December 2005,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,63.82,17.47
January 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,65.75,12.88
February 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,55.89,13.6
March 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,48.65,14.54
April 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,64.98,13.95
May 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,43.64,18.95
June 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,60.35,19.3
July 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,58.94,20.03
August 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,51.46,15.49
September 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,61.27,17.6
October 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,67.99,21.39
November 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,56.19,16.95
December 2006,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,89.92,17.66
January 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,61.13,15.64
February 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,61.61,19.24
March 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,56.49,17.57
April 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,60.42,15.44
May 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,58.98,15.6
June 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,67.47,23.64
July 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,64.83,20.8
August 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.7,19.67
September 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,57.74,14.93
October 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,59.74,15.24
November 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,54.11,14.45
December 2007,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,53.61,21.57
January 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,64.01,16.09
February 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,55.89,15.68
March 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,61.28,18.66
April 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,55.91,16.21
May 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,57.7,12.7
June 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,66.84,17.9
July 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,68.03,17.65
August 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,64.96,13.62
September 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.16,8.62
October 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,65.94,10.58
November 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,62.5,11.66
December 2008,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,74.64,25.22
January 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,54.36,14.68
February 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,70.03,9.56
March 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,58.31,16.98
April 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,69.38,13.17
May 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,60.81,12.65
June 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,65.88,17.09
July 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.87,16.67
August 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,57.55,14.68
September 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,67.52,10.24
October 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,68.75,17.29
November 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,63.2,10.17
December 2009,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,67.09,16.86
January 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,58.69,13.26
February 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,68.86,14.88
March 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,66.14,12.74
April 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.5,9.08
May 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,75.5,14.27
June 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.34,16.25
July 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,78.45,16.13
August 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,70.99,12.44
September 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,67.87,9.35
October 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.66,10.67
November 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,70.72,9.85
December 2010,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,69.2,13.31
January 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,70.96,10.83
February 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,80.38,12.7
March 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,70.52,12.09
April 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,66.77,19.28
May 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,78.29,14.55
June 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,81.98,15.17
July 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.15,19.73
August 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,87.02,13.28
September 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,87.84,8.87
October 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,53.32,8.06
November 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,60.31,10.68
December 2011,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,72.76,12.87
January 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,65.68,12.82
February 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,92.44,9.78
March 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,72.61,15.82
April 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,62.29,8.58
May 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,93.62,13.02
June 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.11,14.03
July 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,79.36,17.68
August 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,77.56,20.17
September 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,83.98,14.54
October 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,67.9,11.63
November 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,58.19,9.77
December 2012,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,77.83,18.91
January 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,65.95,16.77
February 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,97.03,19.43
March 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.1,15.24
April 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,69.24,16.39
May 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,70.31,14.66
June 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,78.12,22.58
July 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,73.29,24.89
August 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,62.09,16.08
September 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,63.72,11.2
October 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,73.88,10.7
November 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,64.69,11.98
December 2013,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,61.33,20.06
January 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.45,22.62
February 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,73.77,19.55
March 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,62.98,10.92
April 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,76.42,17.21
May 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,69.78,16.4
June 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,66.62,22.92
July 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,74.93,15.49
August 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,68.52,20.56
September 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,66.86,14.7
October 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,61.76,14.98
November 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,64.89,11.53
December 2014,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,58.6,15.22
January 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,49.83,14.35
February 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,50.81,15.63
March 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,83.28,13.26
April 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,68.65,11.83
May 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,116.43,13.3
June 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,85.88,19.69
July 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,62.35,12.26
August 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,55.67,12.93
September 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,92.61,8.16
October 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,65.81,8.21
November 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,70.75,14.48
December 2015,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,75.84,16.23
January 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,107.63,9.55
February 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,47.47,9.71
March 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.08,9.97
April 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,65.76,8.9
May 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,63.15,11.49
June 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,96.94,13.52
July 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,80.84,18.87
August 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,71.93,15.85
September 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,39.1,6.0
October 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,116.48,5.71
November 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,106.74,5.79
December 2016,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,72.73,15.57
January 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,88.68,14.49
February 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,55.38,6.3
March 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,89.44,8.74
April 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,106.53,14.55
May 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,89.06,9.01
June 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,74.28,16.22
July 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,77.56,16.58
August 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,91.64,9.76
September 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,92.0,8.04
October 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,62.14,9.94
November 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,86.07,4.41
December 2017,"Huntsville, AL: Huntsville International-Carl T Jones Field",HSV,93.46,12.89
